year,make,model,cda,cda_on_m,ids
1999,volvo,c70,7.14,0.004197601472,"[14941, 14942, 14943, 15066, 15067, 15068]"
2000,volvo,c70,7.14,0.00393525138,"[15739, 15740, 15741, 15867, 15868, 15869]"
2003,volvo,c70,7.14,0.00393525138,"[18455, 18456, 18457, 19248]"
2004,volvo,c70,7.14,0.00393525138,"[19524, 19525, 19526, 20380]"
1998,volvo,v70,7.26,0.0040013900586555,"[14448, 14449, 14450, 14451, 14452, 14453, 14454]"
1999,volvo,v70,7.26,0.0042681493958992,"[15246, 15247, 15248, 15249, 15250, 15251, 15252]"
2000,volvo,v70,7.26,0.0042681493958992,"[16058, 16059, 16060, 16061, 16062, 16063, 16064]"
2001,volvo,v70,7.2,0.0040963310651125,"[16926, 16927, 16928, 16929, 16930, 16931, 16932, 17297]"
2002,volvo,v70,7.2,0.0040963310651125,"[17864, 17865, 17866, 17867, 17868, 17869, 18252]"
2003,volvo,v70,7.2,0.0040963310651125,"[18831, 18832, 18833, 18834, 18835, 18836]"
2004,volvo,v70,7.2,0.0040963310651125,"[19947, 19948, 19949, 19950, 19951, 19952, 19953, 19954]"
2005,volvo,v70,7.2,0.0039683207193277,"[21074, 21075, 21076, 21077, 21078, 21079, 21080, 21081]"
2006,volvo,v70,7.2,0.0039683207193277,"[22152, 22153, 22154, 22155, 22156, 22157, 22158, 22159, 22160]"
2007,volvo,v70,7.2,0.0039683207193277,"[23337, 23338, 23339, 23340, 23341, 23342, 23343, 23344, 23345]"
